id,account_type,date_joined,headline,industry,location,answer_count_total,karma_points,notification_setting,topics_followed
18,P,2011-12-26 00:00:00,,,,0,2,,[u'environment']
23,P,2011-12-26 00:00:00,,,,1,97,,"[u'politics', u'nonprofit']"
58,P,2011-12-26 00:00:00,,,,0,2,,[u'technology']
89,S,2012-01-01 00:00:00,,,,0,2,,[]
63,P,2011-12-29 00:00:00,,,,0,2,,[u'technology']
90,S,2012-01-01 00:00:00,,,,0,2,,[]
692,P,2012-09-09 23:41:54.368054,,,,2,62,,[]
92,S,2012-01-01 00:00:00,,,,0,2,,[]
93,S,2012-01-01 00:00:00,,,,0,2,,[]
94,S,2012-01-01 00:00:00,,,,0,2,,[]
95,S,2012-01-01 00:00:00,,,,0,2,,[]
68,S,2012-01-01 00:00:00,,,,0,2,,[]
69,S,2012-01-01 00:00:00,,,,0,2,,[]
71,S,2012-01-01 00:00:00,,,,0,2,,[]
78,S,2012-01-01 00:00:00,,,,0,2,,[]
79,S,2012-01-01 00:00:00,,,,0,2,,[]
80,S,2012-01-01 00:00:00,,,,0,2,,[]
96,S,2012-01-01 00:00:00,,,,0,2,,[]
97,S,2012-01-01 00:00:00,,,,0,2,,[]
98,S,2012-01-01 00:00:00,,,,0,2,,[]
100,S,2012-01-01 00:00:00,,,,0,2,,[]
102,S,2012-01-01 00:00:00,,,,0,2,,[]
103,S,2012-01-01 00:00:00,,,,0,2,,[]
104,S,2012-01-01 00:00:00,,,,0,2,,[]
105,S,2012-01-01 00:00:00,,,,0,2,,[]
106,S,2012-01-01 00:00:00,,,,0,2,,[]
108,S,2012-01-01 00:00:00,,,,0,2,,[]
109,S,2012-01-01 00:00:00,,,,0,2,,[]
110,S,2012-01-01 00:00:00,,,,0,2,,[]
76,S,2012-01-01 00:00:00,,,,0,2,,[]
107,S,2012-01-01 00:00:00,,,,0,2,,[]
77,S,2012-01-01 00:00:00,,,,0,2,,[]
70,S,2012-01-01 00:00:00,,,,0,2,,[]
91,S,2012-01-01 00:00:00,,,,0,2,,[]
73,S,2012-01-01 00:00:00,,,,0,2,,[]
72,S,2012-01-01 00:00:00,,,,0,2,,[]
82,S,2012-01-01 00:00:00,,,,0,2,,[]
84,S,2012-01-01 00:00:00,,,,0,2,,[]
111,S,2012-01-01 00:00:00,,,,0,2,,[]
113,S,2012-01-01 00:00:00,,,,0,2,,[]
87,S,2012-01-01 00:00:00,,,,0,2,,[]
114,S,2012-01-01 00:00:00,,,,0,2,,[]
116,S,2012-01-01 00:00:00,,,,0,2,,[]
117,S,2012-01-01 00:00:00,,,,0,2,,[]
118,S,2012-01-01 00:00:00,,,,0,2,,[]
119,S,2012-01-01 00:00:00,,,,0,2,,[]
74,S,2012-01-01 00:00:00,,,,0,2,,[]
81,S,2012-01-01 00:00:00,,,,0,2,,[]
112,S,2012-01-01 00:00:00,,,,0,2,,[]
101,S,2012-01-01 00:00:00,,,,0,2,,[]
120,S,2012-01-01 00:00:00,,,,0,2,,[]
122,S,2012-01-01 00:00:00,,,,0,2,,[]
124,S,2012-01-01 00:00:00,,,,0,2,,[]
126,S,2012-01-01 00:00:00,,,,0,2,,[]
127,S,2012-01-01 00:00:00,,,,0,2,,[]
576,S,2012-04-27 00:08:46.048192,,,Carlsbad,0,32,,[]
128,S,2012-01-01 00:00:00,,,,0,2,,[]
129,S,2012-01-01 00:00:00,,,,0,2,,[]
130,S,2012-01-01 00:00:00,,,,0,2,,[]
132,S,2012-01-01 00:00:00,,,,0,2,,[]
134,S,2012-01-01 00:00:00,,,,0,2,,[]
136,S,2012-01-01 00:00:00,,,,0,2,,[]
138,S,2012-01-01 00:00:00,,,,0,2,,[]
139,S,2012-01-01 00:00:00,,,,0,2,,[]
145,S,2012-01-01 00:00:00,,,,0,2,,[]
148,S,2012-01-01 00:00:00,,,,0,2,,[]
149,S,2012-01-01 00:00:00,,,,0,2,,[]
152,S,2012-01-01 00:00:00,,,,0,2,,[]
153,S,2012-01-01 00:00:00,,,,0,2,,[]
154,S,2012-01-01 00:00:00,,,,0,2,,[]
156,S,2012-01-01 00:00:00,,,,0,2,,[]
157,S,2012-01-01 00:00:00,,,,0,2,,[]
159,S,2012-01-01 00:00:00,,,,0,2,,[]
161,S,2012-01-01 00:00:00,,,,0,2,,[]
162,S,2012-01-01 00:00:00,,,,0,2,,[]
164,S,2012-01-01 00:00:00,,,,0,2,,[]
165,S,2012-01-01 00:00:00,,,,1,92,,[]
147,S,2012-01-01 00:00:00,,,,0,2,,[]
140,S,2012-01-01 00:00:00,,,,0,2,,[]
121,S,2012-01-01 00:00:00,,,,0,2,,[]
702,P,2012-09-22 13:12:42.638319,,,,0,2,,[]
151,S,2012-01-01 00:00:00,,,,0,2,,[]
137,S,2012-01-01 00:00:00,,,,0,2,,[]
160,S,2012-01-01 00:00:00,,,,0,2,,[]
115,S,2012-01-01 00:00:00,,,,0,2,,[]
135,S,2012-01-01 00:00:00,,,,0,2,,[]
123,S,2012-01-01 00:00:00,,,,0,2,,[]
133,S,2012-01-01 00:00:00,,,,0,62,,[]
168,S,2012-01-01 00:00:00,,,,0,2,,[]
171,S,2012-01-01 00:00:00,,,,0,2,,[]
175,S,2012-01-01 00:00:00,,,,0,2,,[]
179,S,2012-01-01 00:00:00,,,,0,2,,[]
180,S,2012-01-01 00:00:00,,,,0,2,,[]
158,S,2012-01-01 00:00:00,,,,0,62,,[]
163,S,2012-01-01 00:00:00,,,,0,627,,[]
131,S,2012-01-01 00:00:00,,,,0,2,,[]
144,S,2012-01-01 00:00:00,,,,0,2,,[]
178,S,2012-01-01 00:00:00,,,,0,2,,[]
169,S,2012-01-01 00:00:00,,,,0,2,,[]
177,S,2012-01-01 00:00:00,,,,0,77,,[]
146,S,2012-01-01 00:00:00,,,,0,92,,[]
141,S,2012-01-01 00:00:00,,,,0,32,,[]
143,S,2012-01-01 00:00:00,,,,0,2,,[]
181,S,2012-01-01 00:00:00,,,,0,2,,[]
170,S,2012-01-01 00:00:00,,,Brooklyn,0,32,,[]
182,S,2012-01-01 00:00:00,,,,0,2,,[]
183,S,2012-01-01 00:00:00,,,,0,2,,[]
184,S,2012-01-01 00:00:00,,,,0,2,,[]
185,S,2012-01-01 00:00:00,,,,0,2,,[]
187,S,2012-01-01 00:00:00,,,,0,2,,[]
189,S,2012-01-01 00:00:00,,,,0,2,,[]
191,S,2012-01-01 00:00:00,,,,0,2,,[]
192,S,2012-01-01 00:00:00,,,,0,2,,[]
198,S,2012-01-01 00:00:00,,,,0,2,,[]
199,S,2012-01-01 00:00:00,,,,0,2,,[]
142,S,2012-01-01 00:00:00,,,,0,2,,[]
150,S,2012-01-01 00:00:00,,,,0,2,,[]
176,S,2012-01-01 00:00:00,,,,0,2,,[]
194,S,2012-01-01 00:00:00,,,,0,2,,[]
75,S,2012-01-01 00:00:00,,,,0,2,,[]
205,E,2012-01-01 00:00:00,,,,0,2,,[]
201,E,2012-01-01 00:00:00,,,,0,2,,[]
207,E,2012-01-01 00:00:00,,,,0,2,,[]
166,S,2012-01-01 00:00:00,,,,0,2,,[]
197,S,2012-01-01 00:00:00,,,,0,2,,[]
172,S,2012-01-01 00:00:00,,,,0,2,,[]
174,S,2012-01-01 00:00:00,,,,0,2,,[]
203,E,2012-01-01 00:00:00,,,,0,2,,[]
200,E,2012-01-01 00:00:00,,,,0,2,,[]
167,S,2012-01-01 00:00:00,,,,0,2,,[]
42,P,2011-12-26 00:00:00,,,North Carolina,0,2,,"[u'automotive', u'cars']"
212,P,2012-01-02 00:00:00,,,,0,2,,"[u'architect', u'architecture']"
227,S,2012-01-04 00:00:00,,,,0,2,,[]
232,S,2012-01-04 00:00:00,,,,0,2,,[]
703,P,2012-09-23 22:48:56.325790,,,,1,107,,[]
237,S,2012-01-04 00:00:00,,,,0,2,,[]
208,P,2012-01-01 00:00:00,,,,11,397,,[]
1273,S,2013-09-17 08:56:17.626310,,,Scarborough,0,1,,[]
996,S,2013-04-02 17:38:55.919745,,,,0,2,,[]
195,S,2012-01-01 00:00:00,,,,0,62,,[]
216,S,2012-01-04 00:00:00,,,,0,32,,[]
188,S,2012-01-01 00:00:00,,,,0,32,,[]
196,S,2012-01-01 00:00:00,,,,0,227,,[]
204,E,2012-01-01 00:00:00,,,,1,32,,[]
225,S,2012-01-04 00:00:00,,,,0,2,,"[u'veterinarian', u'arts', u'artist']"
193,S,2012-01-01 00:00:00,,,,0,2,,[]
173,S,2012-01-01 00:00:00,,,,0,152,,[]
209,P,2012-01-01 00:00:00,,,,2,242,,"[u'social-work', u'social-services']"
99,S,2012-01-01 00:00:00,,,,0,92,,[]
211,P,2012-01-02 00:00:00,,,New York,1,62,,"[u'animation', u'television', u'cartoons']"
235,S,2012-01-04 00:00:00,,,,0,32,,"[u'music', u'photography', u'history', u'singing', u'performing', u'choreography']"
241,S,2012-01-04 00:00:00,,,,0,2,,[]
245,S,2012-01-04 00:00:00,,,,0,2,,[]
248,S,2012-01-04 00:00:00,,,,0,2,,[]
267,P,2012-01-07 00:00:00,,,,13,842,,"[u'medicine', u'nurse', u'health-care', u'art', u'arts', u'artist']"
260,S,2012-01-04 00:00:00,,,,2,1232,,[]
258,S,2012-01-04 00:00:00,,,,0,77,,[]
218,S,2012-01-04 00:00:00,,,,0,2,,[]
265,E,2012-01-06 00:00:00,,,,0,2,,[]
253,S,2012-01-04 00:00:00,,,,0,212,,[]
234,S,2012-01-04 00:00:00,,,,0,107,,[]
229,S,2012-01-04 00:00:00,,,,0,2,,[]
266,E,2012-01-06 00:00:00,,,,0,2,,[]
222,S,2012-01-04 00:00:00,,,,0,75,,[]
231,S,2012-01-04 00:00:00,,,,0,523,,[]
213,P,2012-01-02 00:00:00,,,,1,142,,"[u'consulting', u'development', u'international-development']"
273,S,2012-01-11 00:00:00,,,,0,2,,[]
272,P,2012-01-10 00:00:00,,,,0,2,,[]
274,S,2012-01-11 00:00:00,,,,0,2,,[]
249,S,2012-01-04 00:00:00,,,,0,212,,[]
242,S,2012-01-04 00:00:00,,,,0,32,,[]
268,P,2012-01-09 10:23:17.622890,,,,3,167,,[]
269,P,2012-01-10 11:30:00.574932,,,,1,167,,[]
220,S,2012-01-04 00:00:00,,,,0,152,,[]
278,S,2012-01-11 00:00:00,,,,0,2,,[]
279,S,2012-01-11 00:00:00,,,,0,2,,[]
286,S,2012-01-11 00:00:00,,,,0,2,,[]
310,S,2012-01-11 00:00:00,,,,0,2,,[]
694,P,2012-09-10 11:54:16.793627,,,,0,2,,[]
704,P,2012-09-25 13:13:14.647573,,,,0,2,,[]
264,S,2012-01-06 14:44:45.422202,,,,0,107,,[]
271,P,2012-01-10 00:00:00,,,,6,257,,[]
559,P,2012-03-30 17:21:16.324643,,,,19,787,,[]
295,S,2012-01-11 00:00:00,,,,0,2,,[]
300,S,2012-01-11 00:00:00,,,,0,2,,[]
313,S,2012-01-11 00:00:00,,,,0,2,,[]
277,S,2012-01-11 00:00:00,,,,0,2,,[]
287,S,2012-01-11 00:00:00,,,,2,2,,[u'business']
283,S,2012-01-11 00:00:00,,,,0,77,,[]
298,S,2012-01-11 00:00:00,,,,0,32,,[]
299,S,2012-01-11 00:00:00,,,,0,2,,[]
296,S,2012-01-11 00:00:00,,,,0,77,,[]
284,S,2012-01-11 00:00:00,,,,0,122,,[]
281,S,2012-01-11 00:00:00,,,,2,462,,[]
309,S,2012-01-11 00:00:00,,,,0,17,,[]
320,S,2012-01-11 00:00:00,,,,0,2,,[]
292,S,2012-01-11 00:00:00,,,,0,2,,[]
326,S,2012-01-11 00:00:00,,,,0,32,,[]
1193,P,2013-07-30 17:48:43.515368,Founder at Wefunder,Internet,Greater Boston Area,0,1,,"[u'entrepreneurship', u'marketing', u'internet', u'venture-capital', u'social-media', u'analytics', u'business-development', u'social-entrepreneurship', u'start-ups']"
321,S,2012-01-11 00:00:00,,,,0,62,,[]
285,S,2012-01-11 00:00:00,,,,2,17,,[]
293,S,2012-01-11 00:00:00,,,"New York, Manhattan",0,32,,[]
319,S,2012-01-11 00:00:00,,,,0,2,,[]
323,S,2012-01-11 00:00:00,,,,0,2,,[]
329,S,2012-01-11 00:00:00,,,,0,2,,[]
289,S,2012-01-11 00:00:00,,,,0,2,,[]
318,S,2012-01-11 00:00:00,,,,0,77,,[]
316,S,2012-01-11 00:00:00,,,,0,182,,[]
306,S,2012-01-11 00:00:00,,,,0,92,,[]
288,S,2012-01-11 00:00:00,,,,0,92,,[]
305,S,2012-01-11 00:00:00,,,,0,2,,[]
291,S,2012-01-11 00:00:00,,,,0,2,,[]
311,S,2012-01-11 00:00:00,,,,0,62,,[]
317,S,2012-01-11 00:00:00,,,,0,77,,[]
324,S,2012-01-11 00:00:00,,,,0,137,,[]
325,S,2012-01-11 00:00:00,,,,0,2,,[]
301,S,2012-01-11 00:00:00,,,,0,182,,[]
328,S,2012-01-11 00:00:00,,,,0,17,,[]
315,S,2012-01-11 00:00:00,,,,0,32,,[]
330,S,2012-01-11 00:00:00,,,,0,2,,[]
304,S,2012-01-11 00:00:00,,,,0,2,,"[u'acting', u'computer', u'technology', u'video-game', u'programmer']"
290,S,2012-01-11 00:00:00,,,,0,107,,[]
308,S,2012-01-11 00:00:00,,,,0,2,,[]
303,S,2012-01-11 00:00:00,,,,0,2,,[]
302,S,2012-01-11 00:00:00,,,,0,32,,[]
307,S,2012-01-11 00:00:00,,,,0,47,,[]
322,S,2012-01-11 00:00:00,,,,0,2,,"[u'medicine', u'pharmacist']"
297,S,2012-01-11 00:00:00,,,New York,0,92,,[]
332,S,2012-01-11 00:00:00,,,,0,2,,[]
333,S,2012-01-11 00:00:00,,,,0,2,,[]
336,S,2012-01-11 00:00:00,,,,0,2,,[]
347,S,2012-01-11 00:00:00,,,,0,2,,[]
370,S,2012-01-11 00:00:00,,,,0,2,,[]
380,E,2012-01-10 00:00:00,,,,0,2,,[]
383,E,2012-01-10 00:00:00,,,,0,2,,[]
384,E,2012-01-10 00:00:00,,,,0,2,,[]
381,E,2012-01-10 00:00:00,,,,0,2,,[]
373,S,2012-01-11 00:00:00,,,,0,2,,[]
367,S,2012-01-11 00:00:00,,,,0,92,,[]
376,S,2012-01-11 00:00:00,,,,0,2,,[]
375,S,2012-01-11 00:00:00,,,,0,32,,[]
382,E,2012-01-10 00:00:00,,,,0,2,,[]
374,S,2012-01-11 00:00:00,,,,0,2,,[]
369,S,2012-01-11 00:00:00,,,,0,2,,[]
378,S,2012-01-11 00:00:00,,,,0,197,,[]
372,S,2012-01-11 00:00:00,,,,0,2,,[]
773,P,2012-12-01 20:53:42.747160,Management Consultant (Healthcare),Biotechnology / Pharmaceutical,Boston,0,2,,"[u'science', u'health-care', u'biology', u'consulting', u'healthcare', u'research']"
339,S,2012-01-11 00:00:00,,,,0,2,,[]
357,S,2012-01-11 00:00:00,,,,0,182,,[]
340,S,2012-01-11 00:00:00,,,"Bronx, NY",0,17,,"[u'entrepreneurship', u'communications', u'public-relations']"
345,S,2012-01-11 00:00:00,,,,0,92,,[]
377,S,2012-01-11 00:00:00,,,,0,182,,[]
355,S,2012-01-11 00:00:00,,,,0,2,,[]
356,S,2012-01-11 00:00:00,,,,0,2,,[]
359,S,2012-01-11 00:00:00,,,,0,2,,[]
360,S,2012-01-11 00:00:00,,,,0,2,,[]
337,S,2012-01-11 00:00:00,,,,0,32,,[]
342,S,2012-01-11 00:00:00,,,,0,32,,[]
363,S,2012-01-11 00:00:00,,,,0,437,,[]
344,S,2012-01-11 00:00:00,,,,0,2,,[]
341,S,2012-01-11 00:00:00,,,,0,2,,[]
353,S,2012-01-11 00:00:00,,,,0,47,,[]
346,S,2012-01-11 00:00:00,,,,0,2,,[]
364,S,2012-01-11 00:00:00,,,,0,2,,[]
358,S,2012-01-11 00:00:00,,,,0,62,,[]
361,S,2012-01-11 00:00:00,,,,0,2,,[]
350,S,2012-01-11 00:00:00,,,,0,2,,[]
352,S,2012-01-11 00:00:00,,,,0,62,,[]
366,S,2012-01-11 00:00:00,,,,0,152,,[]
354,S,2012-01-11 00:00:00,,,,0,62,,[]
343,S,2012-01-11 00:00:00,,,,0,2,,[]
331,S,2012-01-11 00:00:00,,,,0,2,,[]
351,S,2012-01-11 00:00:00,,,,0,2,,[]
362,S,2012-01-11 00:00:00,,,,0,32,,[]
338,S,2012-01-11 00:00:00,,,,0,32,,[]
365,S,2012-01-11 00:00:00,,,,0,152,,[]
334,S,2012-01-11 00:00:00,,,,0,182,,[]
348,S,2012-01-11 00:00:00,,,,0,107,,[]
379,E,2012-01-10 00:00:00,,,,0,2,,[]
371,S,2012-01-11 00:00:00,,,,0,2,,[]
386,P,2012-01-13 03:34:14.105011,,,,0,2,,[]
402,P,2012-01-19 15:32:10.566765,,,,0,2,,[]
695,P,2012-09-12 11:11:53.382684,,,,2,92,,[]
368,S,2012-01-11 00:00:00,,,,0,2,,[]
390,S,2012-01-13 15:12:11.628484,,,,0,2,,[]
280,S,2012-01-11 00:00:00,,,,1,140,,"[u'college-majors', u'fine-art']"
387,S,2012-01-12 00:00:00,,,,0,2,,[]
421,S,2012-01-11 00:00:00,,,,0,2,,[]
401,P,2012-01-19 14:03:01.926292,,,,1,92,,[]
400,P,2012-01-19 13:05:02.315431,,,,1,107,,[]
396,P,2012-01-18 20:12:37.580160,,,,3,137,,[]
385,P,2012-01-12 09:48:54.080038,,,,2,122,,[]
393,P,2012-01-17 14:06:11.283961,,,,1,62,,[]
395,P,2012-01-18 09:10:26.233001,,,,1,2,,[]
413,S,2012-01-11 00:00:00,,,,0,32,,[]
399,S,2012-01-19 12:53:36.828489,,,,0,2,,[u'journalism']
392,S,2012-01-16 19:12:47.313720,,,,5,347,,[]
407,S,2012-01-11 00:00:00,,,,0,2,,[]
410,S,2012-01-11 00:00:00,,,,0,2,,[]
398,S,2012-01-19 10:14:58.859648,,,,0,62,,[]
327,S,2012-01-11 00:00:00,,,,0,2,,[]
411,S,2012-01-11 00:00:00,,,,0,2,,[]
414,S,2012-01-11 00:00:00,,,,0,2,,[]
416,S,2012-01-11 00:00:00,,,,0,2,,[]
417,S,2012-01-11 00:00:00,,,,0,2,,[]
420,S,2012-01-11 00:00:00,,,,0,2,,[]
422,S,2012-01-11 00:00:00,,,,0,2,,[]
423,S,2012-01-11 00:00:00,,,,0,2,,[]
425,S,2012-01-11 00:00:00,,,,0,2,,[]
427,S,2012-01-11 00:00:00,,,,0,2,,[]
429,S,2012-01-11 00:00:00,,,,0,2,,[]
434,S,2012-01-11 00:00:00,,,,0,2,,[]
436,S,2012-01-11 00:00:00,,,,0,2,,[]
435,S,2012-01-11 00:00:00,,,,0,2,,[]
430,S,2012-01-11 00:00:00,,,,0,77,,[]
432,S,2012-01-11 00:00:00,,,,0,2,,[]
405,S,2012-01-11 00:00:00,,,,0,62,,[]
403,S,2012-01-11 00:00:00,,,,0,2,,[]
419,S,2012-01-11 00:00:00,,,,0,5,,[]
412,S,2012-01-11 00:00:00,,,,0,107,,[]
428,S,2012-01-11 00:00:00,,,,0,5,,[]
406,S,2012-01-11 00:00:00,,,,0,32,,[]
426,S,2012-01-11 00:00:00,,,,0,32,,[]
415,S,2012-01-11 00:00:00,,,,0,122,,[]
389,S,2012-01-13 15:11:20.622260,,,,0,2,,[]
424,S,2012-01-11 00:00:00,,,,0,407,,[]
404,S,2012-01-11 00:00:00,,,,0,2,,[]
437,S,2012-01-20 09:20:25.793286,,,,0,35,,[]
439,P,2012-01-20 09:29:16.368046,,,,0,2,,[]
441,P,2012-01-21 05:50:58.872164,,,West USA,1,32,,[]
442,P,2012-01-22 22:21:47.652402,,,,0,2,,[]
457,P,2012-01-31 14:22:31.567416,,,,0,2,,"[u'architect', u'architecture']"
155,S,2012-01-01 00:00:00,,,,0,2,,[]
466,P,2012-02-10 01:37:42.278868,,,,0,2,,[]
468,P,2012-02-10 21:55:32.293435,,,,0,2,,[]
467,P,2012-02-10 11:15:21.481672,,,,1,77,,[]
440,P,2012-01-20 11:29:51.291559,,,,5,167,,[]
450,P,2012-01-26 13:34:39.258695,,,,2,32,,[]
480,P,2012-02-17 20:46:17.745896,,,,1,62,,[]
464,P,2012-02-07 10:52:54.404763,,,,1,77,,[]
448,P,2012-01-25 15:00:30.033769,,,,2,62,,[]
443,P,2012-01-23 11:54:25.379556,Co-founder of mobile fashion shopping app,Mobile,NYC,2,47,,"[u'fashion', u'investment-banking', u'tech', u'consulting', u'investment', u'startups', u'venture-capital', u'private-equity', u'consultants']"
445,P,2012-01-24 14:29:53.763541,,,,2,62,,[]
1274,P,2013-09-17 21:13:20.516396,Senior Research Associate at Learning Innovations at WestEd,Research,Greater Boston Area,0,1,,[u'research']
481,P,2012-02-18 12:58:11.349200,,,,1,2,,[]
476,E,2012-02-16 00:00:00,,,,0,2,,[]
409,S,2012-01-11 00:00:00,,,,0,62,,[]
486,S,2012-02-21 21:23:50.014144,,,,0,122,,[]
460,P,2012-02-03 09:37:14.926825,,,"Montreal, Qc",1,212,,[]
3565,P,2014-06-30 11:11:00.653277,Employee & Community Engagement Program Manager,Human Resources,"Raleigh-Durham, North Carolina Area",0,1,,"[u'management', u'and', u'public-speaking', u'human', u'leadership', u'development', u'human-resources', u'organizational', u'training', u'community-outreach', u'recruiting', u'resources']"
491,P,2012-02-28 11:31:21.916641,,,New York,0,2,,[]
493,S,2012-02-28 13:44:53.196136,,,,0,2,,[]
418,S,2012-01-11 00:00:00,,,,1,122,,[]
433,S,2012-01-11 00:00:00,,,,0,62,,[]
408,S,2012-01-11 00:00:00,,,,0,2,,[]
438,P,2012-01-20 09:23:43.966221,,,,0,2,,[]
452,P,2012-01-30 10:02:23.604159,,,,1,32,,[]
696,P,2012-09-13 13:29:09.810976,,,,0,2,,[]
455,P,2012-01-30 21:45:55.702990,,,,1,62,,[]
462,P,2012-02-03 14:09:30.702446,,,,0,2,,[]
459,S,2012-02-03 09:17:10.143805,,,,0,62,,[]
472,S,2012-02-15 08:59:07.989456,,,,0,2,,[]
469,P,2012-02-12 18:30:12.686930,,,,0,2,,[]
483,P,2012-02-19 16:26:25.169796,,,,0,2,,"[u'doctor', u'medicine', u'science', u'health-care', u'medical-school']"
477,P,2012-02-17 09:59:33.592782,,,,3,185,,[]
487,P,2012-02-21 21:41:51.341518,,,,0,2,,[]
312,S,2012-01-11 00:00:00,,,,0,2,,"[u'science', u'computer']"
536,S,2012-03-08 00:00:00,,,,0,62,,[]
513,P,2012-03-06 09:15:15.668511,,,,0,2,,[]
498,P,2012-02-29 09:08:14.815944,,,New York,0,2,,[]
532,S,2012-03-08 00:00:00,,,,0,92,,"[u'career-paths', u'education', u'choosing-careers', u'teaching', u'nonprofit']"
517,S,2012-03-08 00:00:00,,,,0,122,,[]
539,S,2012-03-08 00:00:00,,,,0,2,,[]
514,S,2012-03-08 00:00:00,,,,0,32,,[u'lawyer']
1194,P,2013-07-31 11:30:21.221633,Account Director,Public Relations and Communications,Greater Boston Area,0,1,,"[u'marketing', u'event-planning', u'public-relations', u'social-media', u'celebrity']"
478,P,2012-02-17 10:09:45.675653,CEO and Founder,IP,"Boston, MA",1,62,,[u'entrepreneurship']
1293,P,2013-09-25 15:29:33.793220,Account Manager at Google,Marketing and Advertising,Greater Boston Area,0,1,,"[u'youtube', u'analytics', u'digital-media', u'marketing-and-advertising']"
488,P,2012-02-22 13:34:17.362522,,,,0,2,,[]
1288,P,2013-09-24 15:59:20.314318,"President, Market Vantage LLC, SEO, Pay Per Click Management, Web Analytics, Conversion Optimization",Marketing and Advertising,Greater Boston Area,4,61,,"[u'marketing', u'b2b-marketing', u'business-development', u'marketing-and-advertising', u'start-ups']"
489,P,2012-02-24 17:17:05.534661,,,,4,152,,[]
465,P,2012-02-08 13:41:59.559817,,,,1,92,,[]
479,P,2012-02-17 13:34:57.844708,,,,1,92,,[]
485,P,2012-02-21 15:56:08.932488,,,,1,62,,[]
511,P,2012-03-05 13:17:00.783867,,,,1,17,,[]
492,P,2012-02-28 13:33:08.774664,,,,1,47,,[]
501,P,2012-02-29 13:40:08.085364,,,,0,328,,[]
522,S,2012-03-08 00:00:00,,,,0,32,N,[u'nurse']
519,S,2012-03-08 00:00:00,,,,0,62,,[]
516,S,2012-03-08 00:00:00,,,,0,122,,[]
